NAME,COUNTRY,LONGITUDE,LATITUDE,TAMAX,TAMAXDATE,TAMIN,TAMINDATE
LA CRETE AGCM, AB CA,-116.35,58.1667,1.79,2015,-0.16,2018
LA CRETE RANGER STATION, AB CA,-116.4,58.1833,1.17,1980,-1.93,1982
LA GLACE AGCM, AB CA,-119.25,55.4167,0.92,2011,0.47,2019
MANNING, AB CA,-117.7,56.8833,0.63,1959,0.63,1959
MANNING, AB CA,-117.65,56.95,2.72,1987,1.14,1988
MANNING AGDM, AB CA,-117.45,56.9667,2.15,2005,-0.5,2009
MCLENNAN CDA EPF, AB CA,-116.95,55.7167,2.08,1977,0.31,1969
MUSKEG RANGER STATION, AB CA,-118.65,53.9167,-0.73,1969,-0.89,1968
NORTH STAR, AB CA,-117.5667,56.8333,2.55,1987,-0.74,1979
NOTIKEWIN EAST, AB CA,-117.5667,57.0167,1.85,1987,-1.65,1969
CLEARDALE AGDM, AB CA,-119.75,56.3167,2.81,2005,0.75,2007
PEACE RIVER A, AB CA,-117.45,56.2333,3.78,1987,-1.66,1996
PEACE RIVER CROSSING, AB CA,-117.25,56.25,4.18,1926,-1.28,1933
PEORIA AGDM, AB CA,-118.3,55.6167,2.74,2005,0.98,2019
RAINBOW RANGER STATION, AB CA,-119.4167,58.5,1.83,1987,0.03,1986
RED EARTH, AB CA,-115.2833,56.55,3.15,2016,0.21,1995
RED EARTH RANGER STATION, AB CA,-115.1167,56.6333,0.44,1984,0.07,1985
RYCROFT, AB CA,-118.7833,55.75,1.96,1953,-0.56,1969
RYCROFT AGCM, AB CA,-118.6667,55.7833,1.39,2019,1.39,2019
SASKATOON MOUNTAIN, AB CA,-119.35,55.25,2.75,1922,2.75,1922
SAVANNA AGCM, AB CA,-119.35,56.0833,3.71,2015,1.57,2019
SIMONETTE, AB CA,-117.7333,54.4167,5.03,1987,0.05,1996
SOUTH WAPITI RANGER STATION, AB CA,-119.2,54.9333,0.44,1968,-0.51,1966
SPIRIT RIVER AUTO STATION, AB CA,-119.2333,55.7,4.02,2015,1.82,2000
SPIRIT RIVER RANGER STATION, AB CA,-118.8333,55.7833,4.93,1981,0.41,1972
TEEPEE CREEK AGCM, AB CA,-118.4,55.35,2.29,2013,0.99,2019
VALLEYVIEW RANGER STATION, AB CA,-117.2667,55.0667,5.67,1981,1.02,1982
VALLEYVIEW AGDM, AB CA,-117.2,55.1,3.92,2005,1.85,2019
WABASCA, AB CA,-113.8333,56.0333,3.1,1928,-0.34,1917
WABASCA RANGER STATION, AB CA,-113.8333,55.9667,3.05,2005,-1.51,1996
WANHAM CDA, AB CA,-118.3833,55.7833,5.48,1987,-0.45,1966
WATINO, AB CA,-117.6167,55.7167,1.61,1967,0.02,1966
WATINO, AB CA,-117.6333,55.7167,2.19,1978,1.05,1979
WOKING CDA, AB CA,-118.95,55.6167,1.21,1984,0.92,1994
WORSLEY KOZACK, AB CA,-119.0,56.5333,0.48,2001,-0.86,2002
WORSLEY RANGER STATION, AB CA,-119.1333,56.5,-1.18,1974,-1.18,1974
GRANDE CACHE AUTO, AB CA,-118.8667,53.9167,3.25,2005,3.25,2005
CLEARDALE, AB CA,-119.4833,56.3333,1.92,1998,-1.95,1966
FOX CREEK JUNCTION, AB CA,-116.8167,54.4,3.21,2005,1.0,1995
GARDEN RIVER, AB CA,-113.8667,58.7167,1.63,2016,-2.03,2002
SNEDDON CREEK RANGER STATION, AB CA,-119.4,56.2,3.86,2001,2.52,2003
COLD LAKE A, AB CA,-110.2833,54.4167,4.05,2016,-0.61,1996
DUPRE AGCM, AB CA,-110.8667,54.3667,3.01,2015,0.61,2019
IRON RIVER, AB CA,-111.0,54.4167,2.22,1944,-1.22,1950
LA COREY RANGER STATION, AB CA,-110.7667,54.4167,-0.84,1969,-0.84,1969
ALAMEDA CDA EPF, SK CA,-102.2833,49.25,0.9,1894,-0.48,1895
AMULET, SK CA,-104.7333,49.6167,6.67,1987,1.28,1996
ATWATER, SK CA,-102.2167,50.8167,4.76,1987,-0.43,1996
AYLESBURY, SK CA,-105.7,50.9333,3.7,1976,1.97,1975
BANGOR, SK CA,-102.2833,50.9,2.61,1963,-0.1,1972
BECHARD, SK CA,-104.2167,50.05,4.47,1981,1.21,1979
BELLE PLAINE, SK CA,-105.2,50.45,4.98,1981,1.3,1982
BENSON, SK CA,-102.9833,49.45,4.52,1999,2.78,2002
BRATT S LAKE CLIMATE, SK CA,-104.7167,50.2,5.06,2016,0.96,2009
BROADVIEW, SK CA,-102.5667,50.3667,5.25,1987,0.0,1972
BROADVIEW A, SK CA,-102.5333,50.25,2.89,1953,-1.23,1950
BUCHANAN, SK CA,-102.8333,51.7167,0.82,1968,-1.07,1966
BUFFALO POUND LAKE, SK CA,-105.3833,50.55,6.12,1987,0.74,1996
CANNINGTON MANOR, SK CA,-102.0333,49.7167,2.52,1909,-0.53,1916
CANORA, SK CA,-102.3833,51.6333,0.12,1967,0.12,1967
CARDROSS, SK CA,-105.65,49.8167,2.85,1956,1.79,1955
CARLYLE, SK CA,-102.2667,49.6333,5.42,1987,-1.2,1950
CARON, SK CA,-105.8667,50.45,5.7,1931,1.15,1955
CEYLON, SK CA,-104.6,49.4667,4.47,1973,-0.64,1951
CEYLON, SK CA,-104.65,49.3833,6.38,1987,1.34,1982
COTE, SK CA,-101.7833,51.5167,4.2,1987,-1.61,1996
CREELMAN, SK CA,-103.25,49.8,1.62,1967,0.56,1955
CRESCENT LAKE, SK CA,-102.4167,50.9833,1.13,1915,-1.24,1916
CUPAR, SK CA,-104.2667,50.85,3.95,1981,-0.57,1996
DAFOE A, SK CA,-104.5667,51.9333,1.98,1963,-1.78,1951
DAHINDA, SK CA,-105.0333,49.7333,5.2,2006,1.16,1996
DAVIDSON, SK CA,-105.9833,51.2667,4.96,1987,-0.25,1996
DAVIDSON 30 NE, SK CA,-105.8,51.4167,3.05,2006,3.05,2006
DAVIN, SK CA,-104.1,50.3833,2.7,1961,-0.15,1955
DAVIN 2, SK CA,-104.1833,50.3667,2.99,1958,2.03,1959
DAVIN 5, SK CA,-104.1667,50.3667,3.86,1988,3.41,1992
DAVIN 7, SK CA,-104.1667,50.3833,2.41,1973,0.96,1978
DUVAL, SK CA,-104.8667,51.1833,6.03,1987,0.78,1996
DYSART, SK CA,-103.9833,51.1167,2.24,1977,-0.26,1972
ESTEVAN, SK CA,-103.0667,49.2,3.45,1910,0.5,1907
ESTEVAN A, SK CA,-102.9667,49.2167,7.0,1987,0.68,1950
ESTEVAN, SK CA,-102.9667,49.2167,5.66,2016,2.14,2013
FENWOOD, SK CA,-103.0667,51.15,4.67,1987,-0.26,1996
FERTILE, SK CA,-101.45,49.3333,4.68,1981,1.03,1979
FOAM LAKE, SK CA,-103.5333,51.6333,2.56,1963,-0.62,1950
FOAM LAKE, SK CA,-103.55,51.7167,2.12,1984,-0.42,1982
FORT QU APPELLE, SK CA,-103.8,50.7833,5.09,1931,0.26,1916
FRANCIS, SK CA,-103.9167,50.1167,5.09,1931,-0.09,1947
GOOD SPIRIT LAKE, SK CA,-102.6667,51.5,4.42,1987,-0.94,1966
GRAYSON, SK CA,-102.6333,50.7,3.59,1999,1.98,2000
GRENFELL, SK CA,-102.9333,50.4167,5.32,1931,-1.15,1893
GUERNSEY, SK CA,-105.2833,51.7833,4.68,1987,0.41,1982
GUERNSEY CDA EPF, SK CA,-105.2333,51.8167,1.68,1964,1.68,1964
HANDSWORTH, SK CA,-102.8667,49.8333,6.0,1987,0.12,1996
HEWARD, SK CA,-103.15,49.75,3.44,1984,0.49,1982
HOLDFAST, SK CA,-105.5167,51.0,3.91,1999,2.28,1989
HUBBARD, SK CA,-103.3333,51.1,3.09,1931,-1.07,1965
HUMBOLDT, SK CA,-105.1,52.2,3.47,1931,-2.29,1916
HUMBOLDT, SK CA,-105.1167,52.2667,3.18,1998,-0.53,1996
IMPERIAL, SK CA,-105.5333,51.3667,3.45,1963,-0.73,1916
INDIAN HEAD CDA, SK CA,-103.65,50.55,5.73,1987,-0.96,1893
INDIAN HEAD PFRA, SK CA,-103.6833,50.5,5.98,1987,1.23,1972
INSINGER, SK CA,-103.0833,51.5333,3.66,1981,0.05,1982
KAMSACK, SK CA,-101.9,51.5667,2.93,1931,-1.15,1950
KELLIHER, SK CA,-103.75,51.25,4.24,2016,-0.3,1965
KIPLING, SK CA,-102.7333,50.2,5.04,1987,-0.6,1951
KRISTNES, SK CA,-103.6333,51.7333,2.12,1963,-0.81,1972
KRONAU, SK CA,-104.3,50.3333,2.47,1968,1.45,1969
KUROKI, SK CA,-103.45,52.0,3.87,1987,-1.66,1965
LAJORD, SK CA,-104.15,50.2333,1.39,1969,1.39,1969
LAKE ALMA, SK CA,-104.25,49.0667,7.03,1987,2.17,1996
LAMPMAN, SK CA,-102.6167,49.45,1.55,1975,0.53,1972
LANGBANK, SK CA,-102.4,50.15,1.39,2009,1.39,2009
LANGENBURG, SK CA,-101.7167,50.9,3.95,1987,-0.76,1996
LAST MOUNTAIN CS, SK CA,-105.25,51.4167,5.24,1987,0.32,2009
LEBRET, SK CA,-103.7333,50.8,1.6,1954,1.6,1954
LEROSS, SK CA,-103.8667,51.3,2.14,1958,-1.51,1950
LEROY, SK CA,-104.6333,52.0,4.33,1987,-0.26,1996
LESTOCK, SK CA,-103.95,51.2833,2.31,1938,0.08,1935
LIBERTY, SK CA,-105.3333,51.1333,2.18,1974,0.68,1972
LIPTON, SK CA,-103.7667,50.85,5.29,1987,-0.83,1996
LIPTON 2, SK CA,-103.8833,51.15,4.77,1987,0.64,1985
LORLIE, SK CA,-103.2833,50.9333,0.99,1960,0.99,1960
LUMSDEN, SK CA,-104.8667,50.65,6.11,1931,0.15,1951
LUMSDEN 2, SK CA,-104.9667,50.6,3.71,1963,0.69,1965
LUMSDEN 3, SK CA,-104.9333,50.6,3.27,1973,1.17,1972
MANOR, SK CA,-102.1,49.6167,3.8,1999,3.8,1999
MARYFIELD, SK CA,-101.5167,49.8333,5.36,1987,0.64,1996
MELVILLE, SK CA,-102.8,50.95,2.56,1977,-0.14,1965
MIDALE, SK CA,-103.3,49.3833,4.78,1998,1.26,1996
MIDALE, SK CA,-103.4,49.4,6.42,1987,0.07,1951
MONTMARTRE, SK CA,-103.4667,50.25,3.4,1999,1.52,1993
MONTMARTRE, SK CA,-103.55,50.1167,0.04,1972,0.04,1972
MOOSE JAW A, SK CA,-105.5667,50.3333,6.84,1987,1.57,1996
MOOSE JAW CS, SK CA,-105.5333,50.3333,5.49,2016,2.15,2009
MOOSE JAW CHAB, SK CA,-105.7,50.3833,6.76,1931,-0.3,1907
MOOSE MOUNTAIN PARK, SK CA,-102.2833,49.8333,2.47,1976,2.47,1976
MOOSOMIN, SK CA,-101.6667,50.1333,5.1,1987,-0.65,1907
MUENSTER, SK CA,-105.0,52.3333,4.31,1987,-1.55,1950
NOKOMIS, SK CA,-105.0,51.5167,4.95,1987,-0.22,1965
ODESSA, SK CA,-103.6833,50.3333,4.5,1981,4.5,1981
ORMISTON, SK CA,-105.3667,49.7167,6.63,1987,1.65,1982
OUNGRE, SK CA,-103.75,49.15,7.14,1987,3.26,1985
OXBOW, SK CA,-102.1167,49.3167,4.42,1999,1.57,1969
PARKBEG, SK CA,-106.0667,50.4667,6.75,1987,1.51,1996
PARKERVIEW, SK CA,-103.2667,51.4,4.44,1987,0.21,1985
PASWEGIN, SK CA,-103.9167,51.9833,3.98,1987,-1.42,1924
PENSE, SK CA,-105.0,50.4167,3.43,1900,-0.19,1911
PREECEVILLE, SK CA,-102.65,51.95,1.18,1977,-1.68,1972
QU APPELLE, SK CA,-103.8833,50.5167,4.94,1931,-0.88,1887
QU APPELLE 1, SK CA,-103.9833,50.5667,5.67,1987,0.4,1996
QUILL LAKE, SK CA,-104.2333,52.0667,3.07,1931,-0.99,1929
RAYMORE, SK CA,-104.5833,51.5667,5.05,1987,-0.03,1972
REDVERS, SK CA,-101.7,49.5833,3.07,1963,0.05,1951
REDVERS, SK CA,-101.7167,49.6,4.55,2006,0.61,1996
REGINA INTERNATIONAL A, SK CA,-104.6667,50.4333,5.69,1987,-1.55,1884
REGINA CDA, SK CA,-104.5667,50.4,5.0,1987,-0.65,1950
REGINA CITY GREENHOUSES, SK CA,-104.6,50.4667,5.49,1981,1.73,1982
REGINA KING, SK CA,-104.5,50.5167,2.63,1973,0.73,1979
REGINA RCS, SK CA,-104.6667,50.4333,5.12,2016,1.13,2009
REGINA WATERWORKS, SK CA,-104.4833,50.5333,2.6,1963,0.32,1966
ROCANVILLE, SK CA,-101.55,50.4667,4.99,1987,0.46,1996
SALTCOATS, SK CA,-102.2667,50.9667,3.75,2006,-0.29,1996
SEDLEY, SK CA,-104.1833,50.1667,3.34,1953,3.34,1953
SEDLEY, SK CA,-104.1,50.1167,3.94,1988,-0.08,1996
SEMANS, SK CA,-104.7333,51.4167,5.61,1931,-0.95,1951
SERATH, SK CA,-104.4,51.1667,4.32,1981,1.86,1989
STOCKHOLM, SK CA,-102.3833,50.65,4.32,1981,4.32,1981
STRASBOURG, SK CA,-104.95,51.0667,4.22,1931,-1.12,1951
SUMMERBERRY, SK CA,-103.0667,50.4833,2.42,1976,0.02,1979
THEODORE, SK CA,-102.9667,51.5,1.53,1993,1.53,1993
TUGASKE, SK CA,-106.3,50.8833,5.96,1987,-0.8,1951
WAPELLA, SK CA,-102.1333,50.1833,3.02,1973,0.51,1972
WAPELLA NEWFINLAND, SK CA,-101.9333,50.45,4.47,1981,0.89,1985
WAPELLA PIPESTONE, SK CA,-102.05,50.1333,5.68,1987,1.48,1985
WATROUS, SK CA,-105.4667,51.6667,5.12,1987,0.1,1965
WATROUS EAST, SK CA,-105.4,51.6667,4.09,2016,0.53,2013
WATROUS 2, SK CA,-105.4667,51.6667,2.12,1964,0.45,1965
WAWOTA, SK CA,-101.9667,49.9333,5.15,1987,1.03,1979
WEYBURN, SK CA,-103.8333,49.65,6.64,1987,0.73,1917
WHITEWOOD, SK CA,-102.2667,50.35,5.06,1987,-0.74,1950
WILCOX, SK CA,-104.3333,50.1667,4.19,1953,1.29,1955
WISHART, SK CA,-104.1167,51.5667,4.63,1987,0.36,1970
WOLSELEY, SK CA,-103.2833,50.4333,5.76,1987,0.54,1996
WYNYARD, SK CA,-104.2,51.7667,4.69,1987,-0.21,1972
YELLOW GRASS, SK CA,-104.1833,49.8167,5.58,2015,-0.29,1951
YORKTON, SK CA,-102.5167,51.1833,1.41,1915,-0.51,1917
YORKTON, SK CA,-102.4667,51.2667,3.97,2016,0.62,2014
YORKTON, SK CA,-102.4667,51.2667,4.08,2016,1.06,2019
YORKTON A, SK CA,-102.4667,51.2667,4.54,1987,-1.35,1950
TONKIN, SK CA,-102.2333,51.2,3.57,1998,-0.42,1996
YORKTON, SK CA,-102.4667,51.2667,3.43,2006,1.11,2008
WYNYARD AUT, SK CA,-104.2,51.7667,3.91,2016,0.65,2009
ZEHNER, SK CA,-104.4,50.6333,5.3,1987,0.22,1996
REGINA UNIVERSITY, SK CA,-104.5833,50.4167,6.04,1987,0.35,1996
WEYBURN, SK CA,-103.8,49.7,5.44,2016,0.63,1996
BROADVIEW, SK CA,-102.6833,50.3833,3.79,1999,-0.16,1996
ABBEY, SK CA,-108.7833,50.7,7.14,1987,1.88,1996
ALSASK HARDENE, SK CA,-109.85,51.3333,6.28,1987,1.13,1982
ANEROID, SK CA,-107.3,49.7167,6.4,1931,0.87,1950
ASSINIBOIA, SK CA,-105.9667,49.7333,6.65,1987,1.32,1916
ASSINIBOIA AIRPORT, SK CA,-105.95,49.7333,5.47,2006,1.67,1996
BEECHY, SK CA,-107.3167,50.8333,6.67,1987,-0.02,1951
BIRSAY, SK CA,-106.9667,51.0833,4.01,1976,2.2,1978
BISHOPRIC, SK CA,-105.7833,50.0,3.93,1973,1.58,1972
BLUMENHOF, SK CA,-107.7667,50.0333,6.29,1987,2.98,1989
CABRI, SK CA,-108.45,50.5167,4.61,1973,1.72,1965
CADILLAC, SK CA,-107.75,49.7167,5.45,1934,0.69,1951
CHAPLIN, SK CA,-106.65,50.4667,6.42,1987,-0.55,1907
CODERRE, SK CA,-106.3667,50.1333,6.04,1987,0.63,1982
COURVAL, SK CA,-105.8833,50.1833,5.98,1987,1.28,1982
CYPRESS HILLS, SK CA,-109.4667,49.6667,4.9,1987,0.91,1996
EASTLEIGH, SK CA,-106.1833,50.2833,5.19,1999,0.93,1982
ELBOW CS, SK CA,-106.5833,51.1333,4.26,1999,1.51,2009
ELBOW, SK CA,-106.6,51.1167,3.59,1963,0.84,1965
ELBOW, SK CA,-106.5833,51.1333,5.63,1987,1.62,1985
ELBOW 2 NE, SK CA,-106.55,51.1667,4.38,1998,0.72,1996
ELROSE, SK CA,-108.0333,51.1333,6.16,1981,1.73,1996
ESTON, SK CA,-108.7667,51.15,6.31,1987,0.62,1982
GARDEN HEAD, SK CA,-108.5667,49.8167,4.24,1962,1.28,1955
GOLDEN PRAIRIE, SK CA,-109.8,50.1833,6.11,2001,1.72,1996
GRAVELBOURG, SK CA,-106.55,49.8833,6.95,1928,0.78,1950
GRAVELBOURG CDA EPF, SK CA,-106.7167,49.8667,4.05,1968,3.38,1967
GULL LAKE CDA EPF, SK CA,-108.4667,49.95,6.19,1987,1.49,1982
HERBERT, SK CA,-107.2167,50.4333,4.5,1976,1.85,1982
HERBERT 2, SK CA,-107.2667,50.4667,5.05,2001,3.13,1995
HODGEVILLE, SK CA,-106.9667,50.1167,2.6,1966,1.82,1965
HUGHTON, SK CA,-107.9167,51.2333,4.14,1938,0.12,1951
ILLERBRUN, SK CA,-108.3667,49.8833,5.7,1941,3.53,1936
INGEBRIGHT LAKE, SK CA,-109.35,50.3667,6.89,1987,2.15,1965
INSTOW, SK CA,-108.2833,49.7167,4.05,1973,0.86,1955
KINCAID, SK CA,-107.0,49.6667,4.6,1973,2.26,1996
KLINTONEL, SK CA,-108.9167,49.6833,5.01,1928,-0.51,1916
LAFLECHE, SK CA,-106.5667,49.65,5.1,1992,4.19,1994
LEADER, SK CA,-109.55,50.8833,5.83,1931,1.59,1935
LEADER 2, SK CA,-109.5333,50.8833,6.96,1987,1.89,1996
LIMERICK, SK CA,-106.25,49.5,4.64,1976,2.43,1972
LUCKY LAKE, SK CA,-107.15,50.95,5.34,2016,2.0,2009
MAPLE CREEK, SK CA,-109.4667,49.9,6.7,2006,2.32,1996
MAPLE CREEK, SK CA,-109.4833,49.9,7.07,1931,3.24,1929
MAPLE CREEK NORTH, SK CA,-109.4667,50.0,7.35,2001,3.16,1982
PALMER, SK CA,-106.35,49.8667,3.06,1968,1.5,1972
PAMBRUN CDA EPF, SK CA,-107.4333,50.0,4.78,1963,2.16,1965
PENNANT, SK CA,-108.2333,50.5333,7.04,1987,0.52,1951
READLYN, SK CA,-105.6667,49.5833,4.6,1961,1.64,1972
ROADENE, SK CA,-108.75,50.4833,5.23,1963,1.8,1955
ROCK POINT, SK CA,-107.2667,51.15,6.1,1987,1.0,1996
RUSH LAKE, SK CA,-107.4,50.4,1.69,1972,1.69,1972
SANCTUARY, SK CA,-108.05,51.0333,2.64,1985,2.26,1978
SHAMROCK, SK CA,-106.5667,50.1833,6.69,1987,1.67,1965
SHAUNAVON, SK CA,-108.4,49.65,6.51,1931,1.31,1916
SHAUNAVON 2, SK CA,-108.4167,49.65,6.12,2001,4.1,2002
STEWART VALLEY, SK CA,-107.8,50.6,6.76,1987,1.67,1996
SURPRISE, SK CA,-109.9833,50.3,5.57,1941,2.84,1936
SWIFT CURRENT, SK CA,-107.75,50.3333,6.78,1931,1.23,1887
SWIFT CURRENT, SK CA,-107.6833,50.3,5.66,2016,3.17,2013
SWIFT CURRENT A, SK CA,-107.6833,50.3,6.32,1987,0.52,1951
SWIFT CURRENT CDA SRL, SK CA,-107.75,50.2833,4.8,1963,2.17,1965
SWIFT CURRENT CDA, SK CA,-107.7333,50.2667,6.72,1987,1.68,1996
TOMPKINS, SK CA,-108.8,50.05,7.88,1987,2.95,1996
WAPASHOE, SK CA,-109.3833,50.0667,1.67,1917,1.1,1916
LEADER AIRPORT, SK CA,-109.5,50.9167,5.81,2016,2.84,2019
BENGOUGH, SK CA,-105.1333,49.3833,3.4,1985,3.4,1985
CHAMBERY, SK CA,-108.4333,49.3667,1.03,1950,0.29,1951
CLAYDON, SK CA,-109.1,49.1333,6.61,1987,1.84,1982
CONSUL, SK CA,-109.5167,49.3,4.53,1963,-0.03,1950
CONSUL, SK CA,-109.4833,49.3,3.83,1974,1.53,1975
CORONACH, SK CA,-105.5167,49.1167,6.52,1987,1.41,1996
CORONACH, SK CA,-105.6,49.2667,3.48,1930,1.99,1929
CORONACH SPC, SK CA,-105.4833,49.05,7.05,1987,1.52,1996
CYPRESS HILLS PARK, SK CA,-109.5167,49.6333,5.29,2015,1.35,1996
CYPRESS HILLS PARK, SK CA,-109.4833,49.6667,3.16,1931,-0.08,1927
EASTEND CYPRESS AUT, SK CA,-108.9833,49.4333,5.25,2016,2.03,2019
EASTEND 2, SK CA,-108.8167,49.5167,6.56,1987,3.82,1989
EAST POPLAR RIVER, SK CA,-105.4167,49.0,4.88,1963,2.25,1972
FORT WALSH, SK CA,-109.5667,49.4667,3.46,1953,0.21,1955
FRONTIER, SK CA,-108.5667,49.2,6.2,1999,2.94,1985
LISIEUX, SK CA,-105.9833,49.2667,3.67,1957,3.67,1957
MANKOTA, SK CA,-107.0167,49.1,5.5,2016,1.29,1970
MANKOTA 2, SK CA,-106.95,49.0,3.81,1973,1.42,1972
MERRYFLAT, SK CA,-109.7667,49.4667,3.52,1962,-0.34,1951
MINTON, SK CA,-104.5833,49.1667,4.21,1963,1.61,1955
NASHLYN, SK CA,-109.5167,49.2,5.13,1931,-0.37,1951
ROCKGLEN AUT, SK CA,-105.9833,49.1667,5.76,2016,2.1,1972
SENATE, SK CA,-109.7,49.2667,4.97,1976,2.28,1971
TREELON, SK CA,-108.3833,49.0,7.1,1987,2.33,1996
VAL MARIE, SK CA,-107.85,49.3667,4.92,1999,1.55,1949
VAL MARIE EXPERIMENTAL ST, SK CA,-107.65,49.25,3.57,1954,3.57,1954
VAL MARIE SOUTHEAST, SK CA,-107.5833,49.0667,5.49,2016,2.06,2019
VIDORA, SK CA,-109.5,49.35,3.28,1921,0.63,1927
WEST POPLAR RIVER, SK CA,-106.3833,49.0,5.21,1981,1.42,1965
WILLOW CREEK, SK CA,-109.9167,49.0167,5.55,1963,0.9,1951
WILLOW CREEK, SK CA,-109.8167,49.0833,6.34,1981,2.27,1996
ALSASK, SK CA,-110.0,51.3833,5.5,1931,1.2,1936
ANGLIA, SK CA,-108.1667,51.5667,4.82,1931,-0.42,1916
ARTLAND, SK CA,-109.9,52.7833,4.69,1987,-0.07,1996
BAD LAKE IHD 102, SK CA,-108.4167,51.3167,4.94,1981,0.62,1982
BATTLEFORD, SK CA,-108.3333,52.6833,3.68,1915,-0.94,1893
BICKLEIGH, SK CA,-108.4,51.3,4.83,1998,2.52,1995
BIGGAR, SK CA,-107.9833,52.0667,5.23,1931,-0.58,1950
BUTTE ST PIERRE, SK CA,-109.2,53.45,3.37,2016,-1.35,1965
CANDO, SK CA,-108.2667,52.4,3.05,1988,3.05,1988
DENZIL, SK CA,-109.5833,52.3,3.68,1976,0.64,1965
FRENCHMAN BUTTE, SK CA,-109.6333,53.5833,1.14,1953,-1.22,1955
GLASLYN CDA EPF, SK CA,-108.2667,53.3333,1.66,1976,-2.68,1909
GLASLYN 2, SK CA,-108.1333,53.4167,1.45,1986,0.9,1984
GLENBUSH, SK CA,-108.0,53.2333,1.1,1958,-1.12,1965
GLENBUSH, SK CA,-108.0333,53.1,2.44,1981,-1.29,1982
HILLMOND, SK CA,-109.7167,53.45,3.47,1987,-1.09,1996
KELFIELD, SK CA,-108.5833,52.0,4.49,1981,0.49,1982
KERROBERT, SK CA,-109.05,51.9667,3.78,1988,-0.06,1982
KINDERSLEY, SK CA,-109.15,51.4667,3.8,1944,-0.23,1951
KINDERSLEY A, SK CA,-109.1833,51.5167,5.47,1987,0.29,1996
KINDERSLEY CDA EPF, SK CA,-109.1667,51.5,3.77,1963,1.23,1966
KINDERSLEY KY, SK CA,-109.1667,51.4667,5.43,1981,0.79,1965
LASHBURN, SK CA,-109.55,53.0333,3.15,1976,0.19,1972
LASHBURN 1, SK CA,-109.6333,53.1167,3.12,2001,1.6,2002
LLOYDMINSTER, SK CA,-110.0,53.3,1.04,1905,-1.73,1907
LLOYDMINSTER 12 E, SK CA,-109.6667,53.2833,4.3,1987,-0.3,1996
LOVERNA CDA EPF, SK CA,-110.0,51.65,3.83,1963,0.82,1970
LUSELAND, SK CA,-109.4,52.0833,2.24,1923,-0.13,1917
MACKLIN, SK CA,-109.95,52.3333,3.87,1976,-0.86,1951
MACKLIN, SK CA,-109.95,52.3333,3.02,2011,2.4,2014
MEDSTEAD, SK CA,-108.0333,53.35,2.32,2001,-1.51,1996
NORTH BATTLEFORD A, SK CA,-108.25,52.7667,4.63,1987,-0.82,1951
NORTH BATTLEFORD, SK CA,-108.25,52.7667,3.3,2012,0.58,2009
NORTH BATTLEFORD RCS, SK CA,-108.25,52.7667,3.6,2016,0.5,2009
PAYNTON, SK CA,-108.95,53.0167,4.52,1987,-0.4,1982
PRINCE, SK CA,-108.3667,52.9667,3.27,1931,-1.43,1917
RABBIT LAKE, SK CA,-107.8667,53.1,1.81,1931,-1.96,1951
ROSETOWN, SK CA,-108.0167,51.6167,5.46,1987,0.34,1996
ROSETOWN CDA EPF, SK CA,-107.8833,51.5167,3.46,1976,-0.36,1951
ROSETOWN EAST, SK CA,-107.9167,51.5667,4.22,2015,-0.13,1996
RUDDELL, SK CA,-107.85,52.5833,5.03,1987,0.0,1996
ST DONATUS, SK CA,-109.9,51.9833,5.42,1987,0.2,1982
ST WALBURG, SK CA,-109.2167,53.6333,2.3,1931,-2.33,1951
ST WALBURG, SK CA,-109.15,53.7167,3.57,1987,0.24,1985
SCOTSTOWN, SK CA,-109.4,52.3833,4.3,1981,0.96,1967
SCOTT CDA, SK CA,-108.8333,52.3667,4.24,1987,-1.93,1951
SCOTT CS, SK CA,-108.8333,52.3667,2.87,2001,1.14,2000
SONNINGDALE, SK CA,-107.7667,52.3167,3.61,2001,2.0,2004
SPRUCE LAKE, SK CA,-109.0833,53.5333,1.12,1962,-1.16,1965
TURTLEFORD, SK CA,-108.95,53.4,2.29,1931,-1.62,1950
TURTLEFORD CDA EPF, SK CA,-109.0,53.45,-0.49,1965,-0.49,1965
UNITY, SK CA,-109.0833,52.4167,-0.01,1958,-0.01,1958
UNITY SOUTH, SK CA,-109.2,52.2333,5.15,1987,0.2,1996
WASECA, SK CA,-109.4,53.1333,4.29,1987,-1.47,1951
ASQUITH, SK CA,-107.2333,52.1333,3.12,1976,0.01,1966
BORDEN 18 N, SK CA,-107.2333,52.55,1.55,2000,1.55,2000
CAMEO, SK CA,-106.55,53.2833,3.13,1987,-1.38,1972
CARLTON, SK CA,-106.5667,52.8,3.33,2001,1.25,2004
COLONSAY, SK CA,-105.7667,51.9333,4.76,1981,1.11,1979
CONQUEST, SK CA,-107.25,51.5167,3.5,1963,2.14,1959
DANA CFB, SK CA,-105.7667,52.2833,2.54,1977,0.62,1970
DELISLE, SK CA,-107.15,51.95,2.02,1962,2.02,1962
DINSMORE, SK CA,-107.3333,51.3167,6.08,1987,1.27,1982
DONAVON, SK CA,-107.1833,51.8,2.98,1963,0.23,1966
DUNDURN, SK CA,-106.5,51.8,4.76,1931,0.17,1927
ETHELTON, SK CA,-104.9,52.7667,1.05,1973,-0.82,1972
FOXFORD, SK CA,-105.1167,53.4167,2.77,1981,-1.81,1972
HAFFORD, SK CA,-107.3667,52.7167,3.45,1981,-0.69,1972
